"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName"
"94","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","28.1",1324,"Number of people in this category drink low, see table 1 page e845",2,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,372.044,0,"ARBD diagnosis"
"95","Leary2010b.r","Alcohol consumption: during first trimester","Case mothers","0.4",446,"Number of people in this category drink moderate, see table 1 page e845",3,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,1.784,1,"ARBD diagnosis"
"96","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","9.5",446,"Number of people in this category drink moderate, see table 1 page e845",3,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,42.37,0,"ARBD diagnosis"
"97","Leary2010b.r","Alcohol consumption: during first trimester","Case mothers","0",64,"Number of people in this category drink moderate, see table 1 page e845",4,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0,1,"ARBD diagnosis"
"98","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","1.4",64,"Number of people in this category drink moderate, see table 1 page e845",4,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.896,0,"ARBD diagnosis"
"99","Leary2010b.r","Alcohol consumption: during first trimester","Case mothers","3",67,"Number of people in this category drink heavy, see table 1 page e845",5,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,2.01,1,"ARBD diagnosis"
"100","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","1.4",67,"Number of people in this category drink heavy, see table 1 page e845",5,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.938,0,"ARBD diagnosis"
"101","Leary2010b.r","Alcohol consumption: during first trimester","Case mothers","3.2",31,"Number of people in this category drink heavy, see table 1 page e845",6,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.992,1,"ARBD diagnosis"
"102","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","0.7",31,"Number of people in this category drink heavy, see table 1 page e845",6,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.217,0,"ARBD diagnosis"
"103","Leary2010b.r","Alcohol consumption: during first trimester","Case mothers","4.1",49,"Number of people in this category drink heavy, see table 1 page e845",7,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,2.009,1,"ARBD diagnosis"
"104","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","1",49,"Number of people in this category drink heavy, see table 1 page e845",7,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.49,0,"ARBD diagnosis"
"105","Leary2010b.r","Alcohol consumption: during first trimester","Case mothers","0",28,"Number of people in this category drink heavy, see table 1 page e845",8,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0,1,"ARBD diagnosis"
"106","Leary2010b.r","Alcohol consumption: during first trimester","Control mothers no ARBD","0.6",28,"Number of people in this category drink heavy, see table 1 page e845",8,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.168,0,"ARBD diagnosis"
"107","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","0.9",1922,"Number of people in this category are abstinent throughout pregnancy, table 1 page e845",1,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,17.298,1,"ARBD diagnosis"
"108","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","40.8",1922,"Number of people in this category are abstinent throughout pregnancy, table 1 page e845",1,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,784.176,0,"ARBD diagnosis"
"109","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","1",1797,"Number of people in this category drink low, see table 1 page e845",2,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,17.97,1,"ARBD diagnosis"
"110","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","38.1",1797,"Number of people in this category drink low, see table 1 page e845",2,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,684.657,0,"ARBD diagnosis"
"111","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","1.7",472,"Number of people in this category drink moderate, see table 1 page e845",3,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,8.024,1,"ARBD diagnosis"
"112","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","10",472,"Number of people in this category drink moderate, see table 1 page e845",3,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,47.2,0,"ARBD diagnosis"
"113","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","2.6",38,"Number of people in this category drink moderate, see table 1 page e845",4,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.988,1,"ARBD diagnosis"
"114","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","0.8",38,"Number of people in this category drink moderate, see table 1 page e845",4,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.304,0,"ARBD diagnosis"
"115","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","4",25,"Number of people in this category drink heavy, see table 1 page e845",5,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,1,1,"ARBD diagnosis"
"116","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","0.5",25,"Number of people in this category drink heavy, see table 1 page e845",5,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.125,0,"ARBD diagnosis"
"117","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","0",15,"Number of people in this category drink heavy, see table 1 page e845",6,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0,1,"ARBD diagnosis"
"118","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","0.3",15,"Number of people in this category drink heavy, see table 1 page e845",6,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.045,0,"ARBD diagnosis"
"119","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","2",49,"Number of people in this category drink heavy, see table 1 page e845",7,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.98,1,"ARBD diagnosis"
"120","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","1",49,"Number of people in this category drink heavy, see table 1 page e845",7,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.49,0,"ARBD diagnosis"
"121","Leary2010b.r","Alcohol consumption: during late pregnancy","Case mothers","0",16,"Number of people in this category drink heavy, see table 1 page e845",8,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0,1,"ARBD diagnosis"
"122","Leary2010b.r","Alcohol consumption: during late pregnancy","Control mothers no ARBD","0.3",16,"Number of people in this category drink heavy, see table 1 page e845",8,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,FALSE,"ordinal",FALSE,0.048,0,"ARBD diagnosis"
"123","Leary2010b.r","ARBD diagnosis","Case mothers","100",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,TRUE,"logical",TRUE,NA,NA,NA
"124","Leary2010b.r","ARBD diagnosis","Control mothers no ARBD","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"records",NA,1995,1997,"Australia","non-native","retrospective",TRUE,TRUE,"logical",TRUE,NA,NA,NA
"125","May2000.r","Current alcohol consumption","Case mothers",NA,35,"drinks per week; extracted from Table 3, page 1910",NA,12.6,12.21,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"126","May2000.r","Current alcohol consumption","Control mothers",NA,41,"drinks per week; extracted from Table 3, page 1910",NA,2.4,4.68,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FAS diagnosis"
"127","May2000.r","Drinks current a Saturday","Case mothers",NA,35,"drinks on a typical weekend day; extracted from Table 3, page 1910",NA,7.3,6.17,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"128","May2000.r","Drinks current a Saturday","Control mothers",NA,41,"drinks on a typical weekend day; extracted from Table 3, page 1910",NA,1.9,2.84,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FAS diagnosis"
"129","May2000.r","Drinking before","Case mothers","25.7",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.822,1,"FAS diagnosis"
"130","May2000.r","Drinking before","Control mothers","45",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,18.9,0,"FAS diagnosis"
"131","May2000.r","Drinking before","Case mothers","20",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,9.2,1,"FAS diagnosis"
"132","May2000.r","Drinking before","Control mothers","40",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,16.8,0,"FAS diagnosis"
"133","May2000.r","Drinking before","Case mothers","54.3",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,24.978,1,"FAS diagnosis"
"134","May2000.r","Drinking before","Control mothers","15",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.3,0,"FAS diagnosis"
"135","May2000.r","Alcohol consumption: during first trimester","Case mothers","25.7",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.822,1,"FAS diagnosis"
"136","May2000.r","Alcohol consumption: during first trimester","Control mothers","45",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,18.9,0,"FAS diagnosis"
"137","May2000.r","Alcohol consumption: during first trimester","Case mothers","17.1",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,7.866,1,"FAS diagnosis"
"138","May2000.r","Alcohol consumption: during first trimester","Control mothers","40",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,16.8,0,"FAS diagnosis"
"139","May2000.r","Alcohol consumption: during first trimester","Case mothers","57.1",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,26.266,1,"FAS diagnosis"
"140","May2000.r","Alcohol consumption: during first trimester","Control mothers","15",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.3,0,"FAS diagnosis"
"141","May2000.r","Alcohol consumption: during second trimester","Case mothers","22.9",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,10.534,1,"FAS diagnosis"
"142","May2000.r","Alcohol consumption: during second trimester","Control mothers","50",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,21,0,"FAS diagnosis"
"143","May2000.r","Alcohol consumption: during second trimester","Case mothers","20",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,9.2,1,"FAS diagnosis"
"144","May2000.r","Alcohol consumption: during second trimester","Control mothers","40",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,16.8,0,"FAS diagnosis"
"145","May2000.r","Alcohol consumption: during second trimester","Case mothers","57.1",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,26.266,1,"FAS diagnosis"
"146","May2000.r","Alcohol consumption: during second trimester","Control mothers","10",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.2,0,"FAS diagnosis"
"147","May2000.r","Alcohol consumption: during third trimester","Case mothers","22.9",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,10.534,1,"FAS diagnosis"
"148","May2000.r","Alcohol consumption: during third trimester","Control mothers","52.5",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,22.05,0,"FAS diagnosis"
"149","May2000.r","Alcohol consumption: during third trimester","Case mothers","25.7",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.822,1,"FAS diagnosis"
"150","May2000.r","Alcohol consumption: during third trimester","Control mothers","42.5",NA,"extracted from Table 3, page 1910",2,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,17.85,0,"FAS diagnosis"
"151","May2000.r","Alcohol consumption: during third trimester","Case mothers","51.4",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,23.644,1,"FAS diagnosis"
"152","May2000.r","Alcohol consumption: during third trimester","Control mothers","5",NA,"extracted from Table 3, page 1910",3,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.1,0,"FAS diagnosis"
"153","May2000.r","Smoking during","Case mothers","87.9",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,40.434,1,"FAS diagnosis"
"154","May2000.r","Smoking during","Control mothers","46.3",NA,"extracted from Table 3, page 1910",1,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,19.446,0,"FAS diagnosis"
"155","May2000.r","FAS diagnosis","Case mothers","100",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,46,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,46,NA,NA
"156","May2000.r","FAS diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42,"school, community",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,42,NA,NA
"157","May2005.r","Consumes alcohol: current","Case mothers","69.8",53,"Alcohol consumption during the past week yes/no. Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,36.994,1,"FAS diagnosis"
"158","May2005.r","Consumes alcohol: current","Control mothers","21.1",109,"Alcohol consumption during the past week yes/no. Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.999,0,"FAS diagnosis"
"159","May2005.r","Smoking current","Case mothers","66",53,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,34.98,1,"FAS diagnosis"
"160","May2005.r","Smoking current","Control mothers","30.1",109,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,32.809,0,"FAS diagnosis"
